user_input,intent,source,user_input_clean,text_length,word_count,avg_word_length,exclamation_count,question_count,intent_encoded,cleaned_text,token_count,avg_token_length,has_question,has_exclamation,question_word_count,is_valid_length
 how much does a first class round trip ticket from cleveland to miami on us air cost,atis_airfare,atis,how much does a first class round trip ticket from cleveland to miami on us air cost,84,17,4.0,0,0,26,how much do a first class round trip ticket from cleveland to miami on we air cost,17,3.8823529411764706,0,0,1,1
 can you show me flights from baltimore to dallas,atis_flight,atis,can you show me flights from baltimore to dallas,48,9,4.444444444444445,0,0,35,can you show I flight from baltimore to dallas,9,4.222222222222222,0,0,0,1
 what flights do you have from boston to pittsburgh on wednesday of next week after 6 pm,atis_flight,atis,what flights do you have from boston to pittsburgh on wednesday of next week after pm,85,16,4.375,0,0,35,what flight do you have from boston to pittsburgh on wednesday of next week after 6 pm,17,4.117647058823529,0,0,1,1
 i need a flight from boston to pittsburgh,atis_flight,atis,i need a flight from boston to pittsburgh,41,8,4.25,0,0,35,I need a flight from boston to pittsburgh,8,4.25,0,0,0,1
 what're the lowest one way fares from denver to atlanta,atis_airfare,atis,whatre the lowest one way fares from denver to atlanta,54,10,4.5,0,0,26,what re the low one way fare from denver to atlanta,11,3.727272727272727,0,0,1,1
 show me ground transportation information for san francisco,atis_ground_service,atis,show me ground transportation information for san francisco,59,8,6.5,0,0,40,show I ground transportation information for san francisco,8,6.375,0,0,0,1
 flight numbers from columbus to minneapolis tomorrow,atis_flight_no,atis,flight numbers from columbus to minneapolis tomorrow,52,7,6.571428571428571,0,0,37,flight number from columbus to minneapolis tomorrow,7,6.428571428571429,0,0,0,1
 list all the flights that arrive at general mitchell international,atis_flight,atis,list all the flights that arrive at general mitchell international,66,10,5.7,0,0,35,list all the flight that arrive at general mitchell international,10,5.6,0,0,0,1
 all round trip flights between new york and miami coach fare,atis_flight,atis,all round trip flights between new york and miami coach fare,60,11,4.545454545454546,0,0,35,all round trip flight between new york and miami coach fare,11,4.454545454545454,0,0,0,1
 what does fare code y mean,atis_abbreviation,atis,what does fare code y mean,26,6,3.5,0,0,23,what do fare code y mean,6,3.1666666666666665,0,0,1,1
 i'd like information on the least expensive airfare round trip from pittsburgh to boston,atis_airfare,atis,id like information on the least expensive airfare round trip from pittsburgh to boston,87,14,5.285714285714286,0,0,26,I d like information on the least expensive airfare round trip from pittsburgh to boston,15,4.933333333333334,0,0,0,1
 ground transportation in baltimore,atis_ground_service,atis,ground transportation in baltimore,34,4,7.75,0,0,40,ground transportation in baltimore,4,7.75,0,0,0,1
 list daily flights from oakland to boston using continental airlines,atis_flight,atis,list daily flights from oakland to boston using continental airlines,68,10,5.9,0,0,35,list daily flight from oakland to boston use continental airline,10,5.5,0,0,0,1
 show me first class flights one way tampa to st. louis,atis_flight,atis,show me first class flights one way tampa to st louis,53,11,3.909090909090909,0,0,35,show I first class flight one way tampa to st . louis,12,3.5,0,0,0,1
 which airlines go from san francisco to washington by way of indianapolis,atis_airline,atis,which airlines go from san francisco to washington by way of indianapolis,73,12,5.166666666666667,0,0,28,which airline go from san francisco to washington by way of indianapoli,12,5.0,0,0,1,1
 on united airlines give me the flight times from boston to dallas,atis_flight_time,atis,on united airlines give me the flight times from boston to dallas,65,12,4.5,0,0,38,on united airlines give I the flight time from boston to dallas,12,4.333333333333333,0,0,0,1
 what are all flights from philadelphia to denver on wednesdays,atis_flight,atis,what are all flights from philadelphia to denver on wednesdays,62,10,5.3,0,0,35,what be all flight from philadelphia to denver on wednesday,10,5.0,0,0,1,1
 what flights are there from memphis to las vegas,atis_flight,atis,what flights are there from memphis to las vegas,48,9,4.444444444444445,0,0,35,what flight be there from memphis to las vegas,9,4.222222222222222,0,0,1,1
 i would like some information on flights leaving boston to atlanta,atis_flight,atis,i would like some information on flights leaving boston to atlanta,66,11,5.090909090909091,0,0,35,I would like some information on flight leave boston to atlanta,11,4.818181818181818,0,0,0,1
 what is the latest flight in the day from baltimore to atlanta,atis_flight,atis,what is the latest flight in the day from baltimore to atlanta,62,12,4.25,0,0,35,what be the late flight in the day from baltimore to atlanta,12,4.083333333333333,0,0,1,1
 show me the cheapest flights from san francisco to philadelphia,atis_flight,atis,show me the cheapest flights from san francisco to philadelphia,63,10,5.4,0,0,35,show I the cheap flight from san francisco to philadelphia,10,4.9,0,0,0,1
 what's the latest flight from houston to dallas,atis_flight,atis,whats the latest flight from houston to dallas,46,8,4.875,0,0,35,what s the late flight from houston to dallas,9,4.111111111111111,0,0,1,1
Bye,GoodBye,chatbots,bye,3,1,3.0,0,0,5,bye,1,3.0,0,0,0,1
 i'd like flights on american airlines from philadelphia to dallas arriving before 1145 am,atis_flight,atis,id like flights on american airlines from philadelphia to dallas arriving before am,83,13,5.461538461538462,0,0,35,I d like flight on american airline from philadelphia to dallas arrive before 1145 be,15,4.733333333333333,0,0,0,1
 i want to fly from miami to chicago on american airlines and arrive at around 5 o'clock in the afternoon show me all flights,atis_flight,atis,i want to fly from miami to chicago on american airlines and arrive at around oclock in the afternoon show me all flights,121,23,4.304347826086956,0,0,35,I want to fly from miami to chicago on american airline and arrive at around 5 o clock in the afternoon show I all flight,25,3.88,0,0,0,1
 flights from cincinnati to salt lake city,atis_flight,atis,flights from cincinnati to salt lake city,41,7,5.0,0,0,35,flight from cincinnati to salt lake city,7,4.857142857142857,0,0,0,1
 i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm,atis_flight,atis,i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of pm,125,21,5.0,0,0,35,I would like a nonstop flight between pittsburgh and philadelphia leave in the afternoon and arrive in the vicinity of 5 pm,22,4.636363636363637,0,0,0,1
 where does canadian airlines international fly to,atis_flight,atis,where does canadian airlines international fly to,49,7,6.142857142857143,0,0,35,where do canadian airlines international fly to,7,5.857142857142857,0,0,1,1
 show me the cheapest round trip fares from san francisco to salt lake city,atis_airfare,atis,show me the cheapest round trip fares from san francisco to salt lake city,74,14,4.357142857142857,0,0,26,show I the cheap round trip fare from san francisco to salt lake city,14,4.0,0,0,0,1
 i need a flight from new york to toronto thursday may six arriving by noon,atis_flight,atis,i need a flight from new york to toronto thursday may six arriving by noon,74,15,4.0,0,0,35,I need a flight from new york to toronto thursday may six arrive by noon,15,3.8666666666666667,0,0,0,1
 is there a flight between philadelphia and denver that leaves philadelphia around 2 o'clock in the afternoon,atis_flight,atis,is there a flight between philadelphia and denver that leaves philadelphia around oclock in the afternoon,105,16,5.625,0,0,35,be there a flight between philadelphia and denver that leave philadelphia around 2 o clock in the afternoon,18,5.0,0,0,0,1
 i would like to book a flight on continental airlines from chicago to seattle on june first,atis_flight,atis,i would like to book a flight on continental airlines from chicago to seattle on june first,91,17,4.411764705882353,0,0,35,I would like to book a flight on continental airline from chicago to seattle on june first,17,4.352941176470588,0,0,0,1
 what are the flights from nashville to tacoma on tuesday the eighteenth of may,atis_flight,atis,what are the flights from nashville to tacoma on tuesday the eighteenth of may,78,14,4.642857142857143,0,0,35,what be the flight from nashville to tacoma on tuesday the eighteenth of may,14,4.5,0,0,1,1
 what does the airline code dl stand for,atis_airline,atis,what does the airline code dl stand for,39,8,4.0,0,0,28,what do the airline code dl stand for,8,3.75,0,0,1,1
 how much does it cost to rent a car in tacoma,atis_ground_fare,atis,how much does it cost to rent a car in tacoma,45,11,3.1818181818181817,0,0,39,how much do it cost to rent a car in tacoma,11,3.0,0,0,1,1
 could you tell me about flights from philadelphia to dallas that arrives in the early afternoon,atis_flight,atis,could you tell me about flights from philadelphia to dallas that arrives in the early afternoon,95,16,5.0,0,0,35,could you tell I about flight from philadelphia to dallas that arrive in the early afternoon,16,4.8125,0,0,0,1
 all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning,atis_aircraft,atis,all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before in the morning,212,41,4.195121951219512,0,0,24,all right would you let I know type of aircraft united airlines be use on the flight from denver to san francisco I would like to know the type of aircraft that they use on these flight before 10 in the morning,42,4.023809523809524,0,0,0,1
 show me all the types of aircraft,atis_aircraft,atis,show me all the types of aircraft,33,7,3.857142857142857,0,0,24,show I all the type of aircraft,7,3.5714285714285716,0,0,0,1
 i'd like to arrange for two friends to fly into los angeles next saturday evening one of the people is coming from kansas city and the other is coming from las vegas,atis_flight,atis,id like to arrange for two friends to fly into los angeles next saturday evening one of the people is coming from kansas city and the other is coming from las vegas,164,32,4.15625,0,0,35,I d like to arrange for two friend to fly into los angeles next saturday evening one of the people be come from kansas city and the other be come from las vegas,33,3.878787878787879,0,0,0,1
 okay i want a flight originating in denver going to pittsburgh,atis_flight,atis,okay i want a flight originating in denver going to pittsburgh,62,11,4.727272727272728,0,0,35,okay I want a flight originating in denver go to pittsburgh,11,4.454545454545454,0,0,0,1
 what flights from st. paul to kansas city on friday with supper served,atis_flight,atis,what flights from st paul to kansas city on friday with supper served,69,13,4.384615384615385,0,0,35,what flight from st . paul to kansas city on friday with supper serve,14,4.0,0,0,1,1
 can you show me the price of a flight to washington from atlanta on thursday morning,atis_airfare,atis,can you show me the price of a flight to washington from atlanta on thursday morning,84,16,4.3125,0,0,26,can you show I the price of a flight to washington from atlanta on thursday morning,16,4.25,0,0,0,1
 i want to go from baltimore to san francisco with a stopover in denver,atis_flight,atis,i want to go from baltimore to san francisco with a stopover in denver,70,14,4.071428571428571,0,0,35,I want to go from baltimore to san francisco with a stopover in denver,14,4.071428571428571,0,0,0,1
 philadelphia to boston saturday,atis_flight,atis,philadelphia to boston saturday,31,4,7.0,0,0,35,philadelphia to boston saturday,4,7.0,0,0,0,1
 please list all flights from philadelphia to boston,atis_flight,atis,please list all flights from philadelphia to boston,51,8,5.5,0,0,35,please list all flight from philadelphia to boston,8,5.375,0,0,0,1
 give me the flights for american airline from dallas to san francisco,atis_flight,atis,give me the flights for american airline from dallas to san francisco,69,12,4.833333333333333,0,0,35,give I the flight for american airline from dallas to san francisco,12,4.666666666666667,0,0,0,1
 what flights are available from denver to philadelphia with stopover in pittsburgh,atis_flight,atis,what flights are available from denver to philadelphia with stopover in pittsburgh,82,12,5.916666666666667,0,0,35,what flight be available from denver to philadelphia with stopover in pittsburgh,12,5.75,0,0,1,1
 find the flights leaving dallas and going to san francisco that leave after 5 pm,atis_flight,atis,find the flights leaving dallas and going to san francisco that leave after pm,78,14,4.642857142857143,0,0,35,find the flight leave dalla and go to san francisco that leave after 5 pm,15,3.933333333333333,0,0,0,1
 what's the cheapest flight from dallas to baltimore on december seventeenth,atis_flight,atis,whats the cheapest flight from dallas to baltimore on december seventeenth,74,11,5.818181818181818,0,0,35,what s the cheap flight from dallas to baltimore on december seventeenth,12,5.083333333333333,0,0,1,1
 eastern flight 825 from atlanta to denver leaving at 555 what type of aircraft is used on that flight,atis_flight,atis,eastern flight from atlanta to denver leaving at what type of aircraft is used on that flight,93,17,4.529411764705882,0,0,35,eastern flight 825 from atlanta to denver leave at 555 what type of aircraft be use on that flight,19,4.2105263157894735,0,0,0,1
 can you show me flights that are economy class from baltimore to dallas,atis_flight,atis,can you show me flights that are economy class from baltimore to dallas,71,13,4.538461538461538,0,0,35,can you show I flight that be economy class from baltimore to dallas,13,4.3076923076923075,0,0,0,1
 flights from los angeles to pittsburgh,atis_flight,atis,flights from los angeles to pittsburgh,38,6,5.5,0,0,35,flight from los angeles to pittsburgh,6,5.333333333333333,0,0,0,1
 how many people fly on a turboprop,atis_capacity,atis,how many people fly on a turboprop,34,7,4.0,0,0,31,how many people fly on a turboprop,7,4.0,0,0,1,1
 list all flights leaving denver on continental on sunday after 2134,atis_flight,atis,list all flights leaving denver on continental on sunday after,62,10,5.3,0,0,35,list all flight leave denver on continental on sunday after 2134,11,4.909090909090909,0,0,0,1
 locate flights from philadelphia to dallas stopping in hartfield,atis_flight,atis,locate flights from philadelphia to dallas stopping in hartfield,64,9,6.222222222222222,0,0,35,locate flight from philadelphia to dallas stop in hartfield,9,5.666666666666667,0,0,0,1
 i want a flight from boston to denver that stops in pittsburgh,atis_flight,atis,i want a flight from boston to denver that stops in pittsburgh,62,12,4.25,0,0,35,I want a flight from boston to denver that stop in pittsburgh,12,4.166666666666667,0,0,0,1
 for each airline flying between boston and san francisco what is the earliest flight,atis_flight,atis,for each airline flying between boston and san francisco what is the earliest flight,84,14,5.071428571428571,0,0,35,for each airline fly between boston and san francisco what be the early flight,14,4.642857142857143,0,0,0,1
 find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight,atis_flight,atis,find a flight from charlotte to las vegas that stop in st louis that serve dinner and i want to find the airline for this flight,128,26,3.9615384615384617,0,0,35,find a flight from charlotte to las vegas that stop in st . louis that serve dinner and I want to find the airline for this flight,27,3.8518518518518516,0,0,0,1
 what is the round trip fare on continental 1291 from denver to san francisco and return,atis_airfare,atis,what is the round trip fare on continental from denver to san francisco and return,82,15,4.533333333333333,0,0,26,what be the round trip fare on continental 1291 from denver to san francisco and return,16,4.5,0,0,1,1
 what's the cheapest flight from denver to pittsburgh for both one way and round trip flights,atis_flight,atis,whats the cheapest flight from denver to pittsburgh for both one way and round trip flights,91,16,4.75,0,0,35,what s the cheap flight from denver to pittsburgh for both one way and round trip flight,17,4.235294117647059,0,0,1,1
 show me the airlines between boston and toronto,atis_airline,atis,show me the airlines between boston and toronto,47,8,5.0,0,0,28,show I the airline between boston and toronto,8,4.75,0,0,0,1
 what is the last flight to atlanta from baltimore,atis_flight,atis,what is the last flight to atlanta from baltimore,49,9,4.555555555555555,0,0,35,what be the last flight to atlanta from baltimore,9,4.555555555555555,0,0,1,1
 show me all flights from denver or philadelphia or pittsburgh to baltimore,atis_flight,atis,show me all flights from denver or philadelphia or pittsburgh to baltimore,74,12,5.25,0,0,35,show I all flight from denver or philadelphia or pittsburgh to baltimore,12,5.083333333333333,0,0,0,1
 what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth,atis_airfare,atis,what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth,97,18,4.444444444444445,0,0,26,what be the cheap first class fare from cleveland to miami on we air on february twenty fourth,18,4.277777777777778,0,0,1,1
 early morning flights between cincinnati and tampa,atis_flight,atis,early morning flights between cincinnati and tampa,50,7,6.285714285714286,0,0,35,early morning flight between cincinnati and tampa,7,6.142857142857143,0,0,0,1
You are a genious,Clever,chatbots,you are a genious,17,4,3.5,0,0,0,you be a genious,4,3.25,0,0,0,1
 are there any continental flights between dallas and boston,atis_flight,atis,are there any continental flights between dallas and boston,59,9,5.666666666666667,0,0,35,be there any continental flight between dallas and boston,9,5.444444444444445,0,0,0,1
 economy fares new york to miami round trip,atis_airfare,atis,economy fares new york to miami round trip,42,8,4.375,0,0,26,economy fare new york to miami round trip,8,4.25,0,0,0,1
 can you tell me the flights on october fifteenth 1991 from boston to oakland,atis_flight,atis,can you tell me the flights on october fifteenth from boston to oakland,71,13,4.538461538461538,0,0,35,can you tell I the flight on october fifteenth 1991 from boston to oakland,14,4.357142857142857,0,0,0,1
 i would like information on flights from oakland california to dallas leaving on sunday morning,atis_flight,atis,i would like information on flights from oakland california to dallas leaving on sunday morning,95,15,5.4,0,0,35,I would like information on flight from oakland california to dallas leave on sunday morning,15,5.2,0,0,0,1
 okay on monday may thirty first i'd like to go from san diego to phoenix early in the morning,atis_flight,atis,okay on monday may thirty first id like to go from san diego to phoenix early in the morning,92,19,3.8947368421052633,0,0,35,okay on monday may thirty first I d like to go from san diego to phoenix early in the morning,20,3.7,0,0,0,1
 i need a list of late afternoon flights from chicago to milwaukee,atis_flight,atis,i need a list of late afternoon flights from chicago to milwaukee,65,12,4.5,0,0,35,I need a list of late afternoon flight from chicago to milwaukee,12,4.416666666666667,0,0,0,1
 information on flights from atlanta to washington dc departing on thursday before 9 am,atis_flight,atis,information on flights from atlanta to washington dc departing on thursday before am,84,13,5.538461538461538,0,0,35,information on flight from atlanta to washington dc depart on thursday before 9 am,14,4.928571428571429,0,0,0,1
 i'd like a twa flight from atlanta to pittsburgh with a stopover in fort worth dallas please,atis_flight,atis,id like a twa flight from atlanta to pittsburgh with a stopover in fort worth dallas please,91,17,4.411764705882353,0,0,35,I d like a twa flight from atlanta to pittsburgh with a stopover in fort worth dallas please,18,4.166666666666667,0,0,0,1
 is there ground transportation from atlanta airport to downtown atlanta,atis_ground_service,atis,is there ground transportation from atlanta airport to downtown atlanta,71,10,6.2,0,0,40,be there ground transportation from atlanta airport to downtown atlanta,10,6.2,0,0,0,1
 give me a flight from baltimore to newark that arrives as early as possible,atis_flight,atis,give me a flight from baltimore to newark that arrives as early as possible,75,14,4.428571428571429,0,0,35,give I a flight from baltimore to newark that arrive as early as possible,14,4.285714285714286,0,0,0,1
 i need a flight from philadelphia to denver on sunday,atis_flight,atis,i need a flight from philadelphia to denver on sunday,53,10,4.4,0,0,35,I need a flight from philadelphia to denver on sunday,10,4.4,0,0,0,1
 what flights leave la guardia for san jose and arrive 10 pm,atis_flight,atis,what flights leave la guardia for san jose and arrive pm,56,11,4.181818181818182,0,0,35,what flight leave la guardia for san jose and arrive 10 pm,12,3.9166666666666665,0,0,1,1
 what are the cheapest one way flights from pittsburgh to atlanta,atis_flight,atis,what are the cheapest one way flights from pittsburgh to atlanta,64,11,4.909090909090909,0,0,35,what be the cheap one way flight from pittsburgh to atlanta,11,4.454545454545454,0,0,1,1
 what flights leave washington dc and arrive in san francisco on wednesday,atis_flight,atis,what flights leave washington dc and arrive in san francisco on wednesday,73,12,5.166666666666667,0,0,35,what flight leave washington dc and arrive in san francisco on wednesday,12,5.083333333333333,0,0,1,1
 list the flights from philadelphia to dallas on american airlines,atis_flight,atis,list the flights from philadelphia to dallas on american airlines,65,10,5.6,0,0,35,list the flight from philadelphia to dallas on american airlines,10,5.5,0,0,0,1
I am Adam,GreetingResponse,chatbots,i am adam,9,3,2.333333333333333,0,0,8,I be adam,3,2.3333333333333335,0,0,0,1
 what delta flights are available from pittsburgh to san francisco,atis_flight,atis,what delta flights are available from pittsburgh to san francisco,65,10,5.6,0,0,35,what delta flight be available from pittsburgh to san francisco,10,5.4,0,0,1,1
 i want to fly from kansas city to chicago next wednesday arriving in the evening and returning the next day,atis_flight,atis,i want to fly from kansas city to chicago next wednesday arriving in the evening and returning the next day,107,20,4.4,0,0,35,I want to fly from kansas city to chicago next wednesday arrive in the evening and return the next day,20,4.15,0,0,0,1
 show me all flights arriving at dallas,atis_flight,atis,show me all flights arriving at dallas,38,7,4.571428571428571,0,0,35,show I all flight arrive at dallas,7,4.0,0,0,0,1
 i'd like also to book a one way flight from pittsburgh to atlanta the cheapest one on july twentieth,atis_flight,atis,id like also to book a one way flight from pittsburgh to atlanta the cheapest one on july twentieth,99,19,4.2631578947368425,0,0,35,I d like also to book a one way flight from pittsburgh to atlanta the cheap one on july twentieth,20,3.9,0,0,0,1
 could you find me a flight from boston to san francisco that stops in denver,atis_flight,atis,could you find me a flight from boston to san francisco that stops in denver,76,15,4.133333333333334,0,0,35,could you find I a flight from boston to san francisco that stop in denver,15,4.0,0,0,0,1
 i would like to make a round trip between washington and san francisco,atis_flight,atis,i would like to make a round trip between washington and san francisco,70,13,4.461538461538462,0,0,35,I would like to make a round trip between washington and san francisco,13,4.461538461538462,0,0,0,1
 what kind of plane flies from boston to pittsburgh after noon,atis_aircraft,atis,what kind of plane flies from boston to pittsburgh after noon,61,11,4.636363636363637,0,0,24,what kind of plane fly from boston to pittsburgh after noon,11,4.454545454545454,0,0,1,1
 repeating leaving denver to san francisco before 10 am what type of aircraft is used,atis_aircraft,atis,repeating leaving denver to san francisco before am what type of aircraft is used,81,14,4.857142857142857,0,0,24,repeat leave denver to san francisco before 10 be what type of aircraft be use,15,4.266666666666667,0,0,0,1
 what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh,atis_flight_time,atis,what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh,102,18,4.722222222222222,0,0,38,what be the time that you have plane leave from san francisco go to pittsburgh on july seventh,18,4.277777777777778,0,0,1,1
 show me the flights from salt lake city to milwaukee,atis_flight,atis,show me the flights from salt lake city to milwaukee,52,10,4.3,0,0,35,show I the flight from salt lake city to milwaukee,10,4.1,0,0,0,1
 does eastern have an early afternoon flight from boston to san francisco,atis_flight,atis,does eastern have an early afternoon flight from boston to san francisco,72,12,5.083333333333333,0,0,35,do eastern have an early afternoon flight from boston to san francisco,12,4.916666666666667,0,0,0,1
 what are the flights available after 6 pm between san francisco and boston,atis_flight,atis,what are the flights available after pm between san francisco and boston,72,12,5.083333333333333,0,0,35,what be the flight available after 6 pm between san francisco and boston,13,4.615384615384615,0,0,1,1
 what is the earliest departure time from boston to denver,atis_flight_time,atis,what is the earliest departure time from boston to denver,57,10,4.8,0,0,38,what be the early departure time from boston to denver,10,4.5,0,0,1,1
 can you list all flights from washington to toronto,atis_flight,atis,can you list all flights from washington to toronto,51,9,4.777777777777778,0,0,35,can you list all flight from washington to toronto,9,4.666666666666667,0,0,0,1
 what is the latest flight on wednesday going from atlanta to washington dc,atis_flight,atis,what is the latest flight on wednesday going from atlanta to washington dc,74,13,4.769230769230769,0,0,35,what be the late flight on wednesday go from atlanta to washington dc,13,4.384615384615385,0,0,1,1
 i'd like a flight on american from newark to nashville,atis_flight,atis,id like a flight on american from newark to nashville,53,10,4.4,0,0,35,I d like a flight on american from newark to nashville,11,4.0,0,0,0,1
Tell me what time it is?,TimeQuery,chatbots,tell me what time it is,23,6,3.0,0,1,19,tell I what time it be ?,7,2.5714285714285716,1,0,1,1
 what airlines fly from toronto to san diego,atis_airline,atis,what airlines fly from toronto to san diego,43,8,4.5,0,0,28,what airline fly from toronto to san diego,8,4.375,0,0,1,1
 what are the flights from denver to oakland,atis_flight,atis,what are the flights from denver to oakland,43,8,4.5,0,0,35,what be the flight from denver to oakland,8,4.25,0,0,1,1
 show flights from atlanta to baltimore,atis_flight,atis,show flights from atlanta to baltimore,38,6,5.5,0,0,35,show flight from atlanta to baltimore,6,5.333333333333333,0,0,0,1
 i'd like to fly from minneapolis to long beach two days from today in the early morning,atis_flight,atis,id like to fly from minneapolis to long beach two days from today in the early morning,86,17,4.117647058823529,0,0,35,I d like to fly from minneapolis to long beach two day from today in the early morning,18,3.8333333333333335,0,0,0,1
 show me all flights from new york to miami leaving on a tuesday and show me all flights from miami to new york leaving on sunday,atis_flight,atis,show me all flights from new york to miami leaving on a tuesday and show me all flights from miami to new york leaving on sunday,128,26,3.9615384615384617,0,0,35,show I all flight from new york to miami leave on a tuesday and show I all flight from miami to new york leave on sunday,26,3.6538461538461537,0,0,0,1
 what flights are available from pittsburgh to boston on saturday,atis_flight,atis,what flights are available from pittsburgh to boston on saturday,64,10,5.5,0,0,35,what flight be available from pittsburgh to boston on saturday,10,5.3,0,0,1,1
 give me the flights from miami to new york using tower air,atis_flight,atis,give me the flights from miami to new york using tower air,58,12,3.9166666666666665,0,0,35,give I the flight from miami to new york use tower air,12,3.5833333333333335,0,0,0,1
 i would like flights between boston and atlanta on july eleven departing at one in the afternoon,atis_flight,atis,i would like flights between boston and atlanta on july eleven departing at one in the afternoon,96,17,4.705882352941177,0,0,35,I would like flight between boston and atlanta on july eleven depart at one in the afternoon,17,4.470588235294118,0,0,0,1
 is there ground transportation in baltimore,atis_ground_service,atis,is there ground transportation in baltimore,43,6,6.333333333333333,0,0,40,be there ground transportation in baltimore,6,6.333333333333333,0,0,0,1
 please show me all the flights from indianapolis to san diego tomorrow,atis_flight,atis,please show me all the flights from indianapolis to san diego tomorrow,70,12,4.916666666666667,0,0,35,please show I all the flight from indianapoli to san diego tomorrow,12,4.666666666666667,0,0,0,1
What are your working hours?,business_hours,original,what are your working hours,27,5,4.6,0,1,45,what be your work hour ?,6,3.1666666666666665,1,0,1,1
 do i get a meal on the atlanta to bwi flight eastern 210,atis_meal,atis,do i get a meal on the atlanta to bwi flight eastern,52,12,3.4166666666666665,0,0,42,do I get a meal on the atlanta to bwi flight eastern 210,13,3.3846153846153846,0,0,0,1
 houston airports,atis_airport,atis,houston airports,16,2,7.5,0,0,30,houston airport,2,7.0,0,0,0,1
 all flights from washington dc to san francisco on november twelfth,atis_flight,atis,all flights from washington dc to san francisco on november twelfth,67,11,5.181818181818182,0,0,35,all flight from washington dc to san francisco on november twelfth,11,5.090909090909091,0,0,0,1
 i'd like to know the ground travel available in fort worth,atis_ground_service,atis,id like to know the ground travel available in fort worth,57,11,4.2727272727272725,0,0,40,I d like to know the ground travel available in fort worth,12,3.9166666666666665,0,0,0,1
 what is the cheapest fare from baltimore to dallas in any class,atis_airfare,atis,what is the cheapest fare from baltimore to dallas in any class,63,12,4.333333333333333,0,0,26,what be the cheap fare from baltimore to dallas in any class,12,4.083333333333333,0,0,1,1
 oakland to san francisco please breakfast flight,atis_flight,atis,oakland to san francisco please breakfast flight,48,7,6.0,0,0,35,oakland to san francisco please breakfast flight,7,6.0,0,0,0,1
 what is the cheapest flight flying from boston to atlanta before 8,atis_flight,atis,what is the cheapest flight flying from boston to atlanta before,64,11,4.909090909090909,0,0,35,what be the cheap flight fly from boston to atlanta before 8,12,4.083333333333333,0,0,1,1
 are there any flights from new york to montreal canada leaving on thursday,atis_flight,atis,are there any flights from new york to montreal canada leaving on thursday,74,13,4.769230769230769,0,0,35,be there any flight from new york to montreal canada leave on thursday,13,4.461538461538462,0,0,0,1
 list all united flights from boston to san francisco,atis_flight,atis,list all united flights from boston to san francisco,52,9,4.888888888888889,0,0,35,list all unite flight from boston to san francisco,9,4.666666666666667,0,0,0,1
 show me flights from san francisco to dallas please,atis_flight,atis,show me flights from san francisco to dallas please,51,9,4.777777777777778,0,0,35,show I flight from san francisco to dallas please,9,4.555555555555555,0,0,0,1
 which flights on northwest and united airlines stop in denver before noon,atis_flight,atis,which flights on northwest and united airlines stop in denver before noon,73,12,5.166666666666667,0,0,35,which flight on northwest and united airlines stop in denver before noon,12,5.083333333333333,0,0,1,1
 what times does continental depart from boston to san francisco,atis_flight_time,atis,what times does continental depart from boston to san francisco,63,10,5.4,0,0,38,what time do continental depart from boston to san francisco,10,5.1,0,0,1,1
 is there a flight departing from san francisco and arriving in oakland on november seventh in the evening,atis_flight,atis,is there a flight departing from san francisco and arriving in oakland on november seventh in the evening,105,18,4.888888888888889,0,0,35,be there a flight depart from san francisco and arrive in oakland on november seventh in the evening,18,4.611111111111111,0,0,0,1
 what is the fare from boston to san francisco on united airlines flight 21,atis_airfare,atis,what is the fare from boston to san francisco on united airlines flight,71,13,4.538461538461538,0,0,26,what be the fare from boston to san francisco on united airlines flight 21,14,4.357142857142857,0,0,1,1
 i'd like to fly from denver to atlanta with a stop in pittsburgh,atis_flight,atis,id like to fly from denver to atlanta with a stop in pittsburgh,63,13,3.923076923076923,0,0,35,I d like to fly from denver to atlanta with a stop in pittsburgh,14,3.642857142857143,0,0,0,1
 i want to fly from dallas to san francisco,atis_flight,atis,i want to fly from dallas to san francisco,42,9,3.7777777777777777,0,0,35,I want to fly from dallas to san francisco,9,3.7777777777777777,0,0,0,1
 flights from long beach to nashville,atis_flight,atis,flights from long beach to nashville,36,6,5.166666666666667,0,0,35,flight from long beach to nashville,6,5.0,0,0,0,1
 are there any flights on us air from pittsburgh to atlanta on wednesday,atis_flight,atis,are there any flights on us air from pittsburgh to atlanta on wednesday,71,13,4.538461538461538,0,0,35,be there any flight on we air from pittsburgh to atlanta on wednesday,13,4.384615384615385,0,0,0,1
 what time does flight aa 459 depart,atis_flight_time,atis,what time does flight aa depart,31,6,4.333333333333333,0,0,38,what time do flight aa 459 depart,7,3.857142857142857,0,0,1,1
